(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0): 0.319155554565384
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0): 0.501738701106568
(0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0): 0.5
(0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0): 0.5
(0.0, 0.0, 2.0, 0.0, 0.0, 2.0, 0.0, 1.0, 1.0): 0.5
(0.0, 0.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0.5
(0.0, 2.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0.45
(1.0, 2.0, 2.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0): 0.5
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0): 0.5
(2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0): 0.5
(2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0): 0.5
(2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 2.0): 0.5
(2.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0): 0.55
(2.0, 2.0, 0.0, 0.0, 2.0, 1.0, 1.0, 1.0, 2.0): 1
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0): 0.5013753659799035
(0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 1.0, 0.0, 0.0): 0.5
(0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 0.0, 0.0): 0.5
(0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0): 0.5
(0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0): 0.5
(2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 0.0): 0.505
(2.0, 1.0, 0.0, 1.0, 2.0, 0.0, 1.0, 2.0, 1.0): 0.5
(2.0, 1.0, 0.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0): 0.5
(2.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 1.0): 0.5
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0): 0.499807827855
(0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 2.0, 0.0): 0.5
(0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0): 0.5
(0.0, 0.0, 1.0, 0.0, 1.0, 2.0, 0.0, 2.0, 0.0): 0.5
(0.0, 0.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.0): 0.45
(1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.0): 0
(0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 0.0, 2.0, 0.0, 1.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 0.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0): 0.5
(0.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0): 0.5
(2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 0.0, 2.0, 0.0): 0.5
(2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 0.0): 0.55
(2.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 2.0, 2.0): 1
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0): 0.5001433295
(0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0): 0.5
(0.0, 0.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0): 0.5
(0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 0.0, 1.0): 0.5
(0.0, 2.0, 0.0, 0.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0.5
(0.0, 2.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0.45
(1.0, 2.0, 0.0, 2.0, 1.0, 2.0, 0.0, 1.0, 1.0): 0
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0): 0.4938789362979177
(0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0): 0.9999635723336003
(0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 0.0): 0.5
(0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0): 0.5
(0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 0.0, 0.0, 1.0): 0.5
(0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0): 0.55
(0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 2.0, 1.0, 1.0): 1
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0): 0.9992910677563366
(0.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0): 0.5
(2.0, 1.0, 2.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0): 0.9999677589727397
(2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0): 0.5
(2.0, 1.0, 2.0, 1.0, 0.0, 0.0, 1.0, 0.0, 2.0): 0.5
(2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 0.0, 2.0): 0.5
(2.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 2.0, 2.0): 0.6752305
(2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 2.0): 0
(0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0): 0.49973644572198855
(0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0): 0.5
(0.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0): 0.9999881158722467
(1.0, 1.0, 2.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0): 0.5
(1.0, 1.0, 2.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0): 0.5
(1.0, 1.0, 2.0, 0.0, 0.0, 2.0, 2.0, 1.0, 0.0): 0.55
(1.0, 1.0, 2.0, 0.0, 0.0, 2.0, 2.0, 1.0, 2.0): 1
(0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0): 0.5003645
(0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0): 0.5
(0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0): 0.5
(1.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.0, 1.0, 2.0): 0.5
(1.0, 0.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 2.0): 0.5
(1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 1.0, 2.0): 0.5
(1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 2.0): 0.5
(1.0, 1.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 2.0): 0.5
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0): 0.9999694161586777
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.0, 1.0, 2.0): 0.5
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0): 0.5
(2.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 2.0): 0.5
(2.0, 0.0, 2.0, 1.0, 0.0, 0.0, 1.0, 1.0, 2.0): 0.55
(2.0, 0.0, 2.0, 1.0, 0.0, 2.0, 1.0, 1.0, 2.0): 1
(0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0): 0.5
(0.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0): 0.5
(1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 1.0, 0.0): 0.495
(1.0, 0.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0): 0.405
(1.0, 1.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0): 0.55
(1.0, 0.0, 2.0, 2.0, 2.0, 1.0, 1.0, 1.0, 0.0): 0.5
(1.0, 0.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 1.0): 0
(1.0, 2.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 0.0): 0.5
(1.0, 0.0, 2.0, 2.0, 2.0, 2.0, 1.0, 1.0, 0.0): 1
(1.0, 0.0, 2.0, 2.0, 2.0, 0.0, 1.0, 1.0, 2.0): 0.5
(1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0): 0.5
(1.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 0.0, 0.0): 0.5
(1.0, 0.0, 0.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0): 0.5
(1.0, 0.0, 2.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0): 0.5
(1.0, 1.0, 2.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0): 0.55
(1.0, 1.0, 2.0, 1.0, 2.0, 2.0, 2.0, 0.0, 0.0): 1
(0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.0): 0.5
(0.0, 0.0, 0.0, 0.0, 2.0, 1.0, 1.0, 2.0, 0.0): 0.5
(0.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0): 0.5
(2.0, 0.0, 0.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0): 0.5
(2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 0.0): 0.55
(2.0, 0.0, 1.0, 1.0, 2.0, 1.0, 1.0, 2.0, 2.0): 1
(0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0): 0.20022417918450228
(2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0): 1.4501605429181517e-24
(2.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0): 0.5
(2.0, 0.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0): 0.5
